			Id(Bk)Syl1	Id(Bk)	*F3	*B1	*B2	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*_B1F3	*_B1...F3	*_B2F3	*_B2...F3
	Iee			 1 		 1 	 1 								
	IeE			 2 		 1 	 2 								
	iEe		 1 	 1 			 1 								
	iEE		 1 	 2 			 2 								
	iee		 1 	 2 											
	ieE		 1 	 3 			 1 								
IEi	IEi					 1 	 2 								
	IEI			 1 		 2 	 3 								
	Iei			 1 		 1 	 1 								
	IeI			 2 		 2 	 2 								
	iEi		 1 	 1 			 1 								
	iEI		 1 	 2 		 1 	 2 								
	iei		 1 	 2 											
	ieI		 1 	 3 		 1 	 1 								
IEI	IEI					 2 	 3 								
	IEi			 1 		 1 	 2 								
	IeI			 1 		 2 	 2 								
	Iei			 2 		 1 	 1 								
	iEI		 1 	 1 		 1 	 2 								
	iEi		 1 	 2 			 1 								
	ieI		 1 	 2 		 1 	 1 								
	iei		 1 	 3 											
IEE	IEE					 1 	 3 								
	IEe			 1 		 1 	 2 								
	Iee			 2 		 1 	 1 								
	iEE		 1 	 1 			 2 								
	iEe		 1 	 2 			 1 								
	iee		 1 	 3 											
IEo	IEo					 1 	 2 								
	IEO			 1 	 1 	 1 	 2 						 1 	 1 	 2 
	Ieo			 1 		 1 	 1 								
	IeO			 2 	 1 	 1 	 1 						 1 		 1 
	iEo		 1 	 1 			 1 								
	iEO		 1 	 2 	 1 		 1 							 1 	 1 
	ieo		 1 	 2 											
	ieO		 1 	 3 	 1 										
IEa	IEa					 1 	 2 								
	IEA			 1 	 1 	 1 	 2 						 1 	 1 	 2 
	Iea			 1 		 1 	 1 								
	IeA			 2 	 1 	 1 	 1 						 1 		 1 
	iEa		 1 	 1 			 1 								
	iEA		 1 	 2 	 1 		 1 							 1 	 1 
	iea		 1 	 2 											
	ieA		 1 	 3 	 1 										
IEu	IEu					 1 	 2 								
	IEy			 1 	 1 	 1 	 2 						 1 	 1 	 2 
	Ieu			 1 		 1 	 1 								
	Iey			 2 	 1 	 1 	 1 						 1 		 1 
	iEu		 1 	 1 			 1 								
	iEy		 1 	 2 	 1 		 1 							 1 	 1 
	ieu		 1 	 2 											
	iey		 1 	 3 	 1 										
IoO	IoO				 1 	 1 	 1 						 1 		 1 
	Ioo			 1 		 1 	 1 								
	IOO			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOo			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	ioO		 1 	 1 	 1 										
	ioo		 1 	 2 											
	iOO		 1 	 2 	 2 										
	iOo		 1 	 3 	 1 										
IoA	IoA				 1 	 1 	 1 						 1 		 1 
	Ioa			 1 		 1 	 1 								
	IOA			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOa			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	ioA		 1 	 1 	 1 										
	ioa		 1 	 2 											
	iOA		 1 	 2 	 2 										
	iOa		 1 	 3 	 1 										
Ioy	Ioy				 1 	 1 	 1 						 1 		 1 
	Iou			 1 		 1 	 1 								
	IOy			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOu			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	ioy		 1 	 1 	 1 										
	iou		 1 	 2 											
	iOy		 1 	 2 	 2 										
	iOu		 1 	 3 	 1 										
Ioe	Ioe					 1 	 1 								
	IoE			 1 		 1 	 2 								
	IOe			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOE			 2 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	ioe		 1 	 1 											
	ioE		 1 	 2 			 1 								
	iOe		 1 	 2 	 1 										
	iOE		 1 	 3 	 1 		 1 			 1 	 1 				
Ioi	Ioi					 1 	 1 								
	IoI			 1 		 2 	 2 								
	IOi			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOI			 2 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	ioi		 1 	 1 											
	ioI		 1 	 2 		 1 	 1 								
	iOi		 1 	 2 	 1 										
	iOI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
IoI	IoI					 2 	 2 								
	Ioi			 1 		 1 	 1 								
	IOI			 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	IOi			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	ioI		 1 	 1 		 1 	 1 								
	ioi		 1 	 2 											
	iOI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iOi		 1 	 3 	 1 										
IoE	IoE					 1 	 2 								
	Ioe			 1 		 1 	 1 								
	IOE			 1 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	IOe			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	ioE		 1 	 1 			 1 								
	ioe		 1 	 2 											
	iOE		 1 	 2 	 1 		 1 			 1 	 1 				
	iOe		 1 	 3 	 1 										
Ioo	Ioo					 1 	 1 								
	IoO			 1 	 1 	 1 	 1 						 1 		 1 
	IOo			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOO			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	ioo		 1 	 1 											
	ioO		 1 	 2 	 1 										
	iOO		 1 	 3 	 2 										
Ioa	Ioa					 1 	 1 								
	IoA			 1 	 1 	 1 	 1 						 1 		 1 
	IOa			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOA			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	ioa		 1 	 1 											
	ioA		 1 	 2 	 1 										
	iOA		 1 	 3 	 2 										
Iou	Iou					 1 	 1 								
	Ioy			 1 	 1 	 1 	 1 						 1 		 1 
	IOu			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOy			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	iou		 1 	 1 											
	ioy		 1 	 2 	 1 										
	iOy		 1 	 3 	 2 										
IaO	IaO				 1 	 1 	 1 						 1 		 1 
	Iao			 1 		 1 	 1 								
	IAO			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IAo			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iaO		 1 	 1 	 1 										
	iao		 1 	 2 											
	iAO		 1 	 2 	 2 										
	iAo		 1 	 3 	 1 										
IaA	IaA				 1 	 1 	 1 						 1 		 1 
	Iaa			 1 		 1 	 1 								
	IAA			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IAa			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iaA		 1 	 1 	 1 										
	iaa		 1 	 2 											
	iAA		 1 	 2 	 2 										
	iAa		 1 	 3 	 1 										
Iay	Iay				 1 	 1 	 1 						 1 		 1 
	Iau			 1 		 1 	 1 								
	IAy			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IAu			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iay		 1 	 1 	 1 										
	iau		 1 	 2 											
	iAy		 1 	 2 	 2 										
	iAu		 1 	 3 	 1 										
Iae	Iae					 1 	 1 								
	IaE			 1 		 1 	 2 								
	IAe			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAE			 2 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	iae		 1 	 1 											
	iaE		 1 	 2 			 1 								
	iAe		 1 	 2 	 1 										
	iAE		 1 	 3 	 1 		 1 			 1 	 1 				
Iai	Iai					 1 	 1 								
	IaI			 1 		 2 	 2 								
	IAi			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAI			 2 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	iai		 1 	 1 											
	iaI		 1 	 2 		 1 	 1 								
	iAi		 1 	 2 	 1 										
	iAI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
IaI	IaI					 2 	 2 								
	Iai			 1 		 1 	 1 								
	IAI			 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	IAi			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iaI		 1 	 1 		 1 	 1 								
	iai		 1 	 2 											
	iAI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iAi		 1 	 3 	 1 										
IaE	IaE					 1 	 2 								
	Iae			 1 		 1 	 1 								
	IAE			 1 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	IAe			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iaE		 1 	 1 			 1 								
	iae		 1 	 2 											
	iAE		 1 	 2 	 1 		 1 			 1 	 1 				
	iAe		 1 	 3 	 1 										
Iao	Iao					 1 	 1 								
	IaO			 1 	 1 	 1 	 1 						 1 		 1 
	IAo			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAO			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	iao		 1 	 1 											
	iaO		 1 	 2 	 1 										
	iAO		 1 	 3 	 2 										
Iaa	Iaa					 1 	 1 								
	IaA			 1 	 1 	 1 	 1 						 1 		 1 
	IAa			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAA			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	iaa		 1 	 1 											
	iaA		 1 	 2 	 1 										
	iAA		 1 	 3 	 2 										
Iau	Iau					 1 	 1 								
	Iay			 1 	 1 	 1 	 1 						 1 		 1 
	IAu			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAy			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	iau		 1 	 1 											
	iay		 1 	 2 	 1 										
	iAy		 1 	 3 	 2 										
IuO	IuO				 1 	 1 	 1 						 1 		 1 
	Iuo			 1 		 1 	 1 								
	IyO			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyo			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iuO		 1 	 1 	 1 										
	iuo		 1 	 2 											
	iyO		 1 	 2 	 2 										
	iyo		 1 	 3 	 1 										
IuA	IuA				 1 	 1 	 1 						 1 		 1 
	Iua			 1 		 1 	 1 								
	IyA			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iya			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iuA		 1 	 1 	 1 										
	iua		 1 	 2 											
	iyA		 1 	 2 	 2 										
	iya		 1 	 3 	 1 										
Iuy	Iuy				 1 	 1 	 1 						 1 		 1 
	Iuu			 1 		 1 	 1 								
	Iyy			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyu			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iuy		 1 	 1 	 1 										
	iuu		 1 	 2 											
	iyy		 1 	 2 	 2 										
	iyu		 1 	 3 	 1 										
Iue	Iue					 1 	 1 								
	IuE			 1 		 1 	 2 								
	Iye			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyE			 2 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	iue		 1 	 1 											
	iuE		 1 	 2 			 1 								
	iye		 1 	 2 	 1 										
	iyE		 1 	 3 	 1 		 1 			 1 	 1 				
Iui	Iui					 1 	 1 								
	IuI			 1 		 2 	 2 								
	Iyi			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyI			 2 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	iui		 1 	 1 											
	iuI		 1 	 2 		 1 	 1 								
	iyi		 1 	 2 	 1 										
	iyI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
IuI	IuI					 2 	 2 								
	Iui			 1 		 1 	 1 								
	IyI			 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Iyi			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iuI		 1 	 1 		 1 	 1 								
	iui		 1 	 2 											
	iyI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iyi		 1 	 3 	 1 										
IuE	IuE					 1 	 2 								
	Iue			 1 		 1 	 1 								
	IyE			 1 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Iye			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iuE		 1 	 1 			 1 								
	iue		 1 	 2 											
	iyE		 1 	 2 	 1 		 1 			 1 	 1 				
	iye		 1 	 3 	 1 										
Iuo	Iuo					 1 	 1 								
	IuO			 1 	 1 	 1 	 1 						 1 		 1 
	Iyo			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyO			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	iuo		 1 	 1 											
	iuO		 1 	 2 	 1 										
	iyO		 1 	 3 	 2 										
Iua	Iua					 1 	 1 								
	IuA			 1 	 1 	 1 	 1 						 1 		 1 
	Iya			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyA			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	iua		 1 	 1 											
	iuA		 1 	 2 	 1 										
	iyA		 1 	 3 	 2 										
Iuu	Iuu					 1 	 1 								
	Iuy			 1 	 1 	 1 	 1 						 1 		 1 
	Iyu			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyy			 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	iuu		 1 	 1 											
	iuy		 1 	 2 	 1 										
	iyy		 1 	 3 	 2 										
EOO	EOO				 2 		 1 							 1 	 1 
	EOo			 1 	 1 		 1 							 1 	 1 
	EoO			 1 	 1 		 1 								 1 
	Eoo			 2 			 1 								
	eOO		 1 	 1 	 2 										
	eOo		 1 	 2 	 1 										
	eoo		 1 	 3 											
EOA	EOA				 2 		 1 							 1 	 1 
	EOa			 1 	 1 		 1 							 1 	 1 
	EoA			 1 	 1 		 1 								 1 
	Eoa			 2 			 1 								
	eOA		 1 	 1 	 2 										
	eOa		 1 	 2 	 1 										
	eoa		 1 	 3 											
EOy	EOy				 2 		 1 							 1 	 1 
	EOu			 1 	 1 		 1 							 1 	 1 
	Eoy			 1 	 1 		 1 								 1 
	Eou			 2 			 1 								
	eOy		 1 	 1 	 2 										
	eOu		 1 	 2 	 1 										
	eou		 1 	 3 											
EOe	EOe				 1 		 1 							 1 	 1 
	EOE			 1 	 1 		 2 			 1 	 1 			 1 	 1 
	Eoe			 1 			 1 								
	EoE			 2 			 2 								
	eOe		 1 	 1 	 1 										
	eOE		 1 	 2 	 1 		 1 			 1 	 1 				
	eoe		 1 	 2 											
	eoE		 1 	 3 			 1 								
EOi	EOi				 1 		 1 							 1 	 1 
	EOI			 1 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	Eoi			 1 			 1 								
	EoI			 2 		 1 	 2 								
	eOi		 1 	 1 	 1 										
	eOI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eoi		 1 	 2 											
	eoI		 1 	 3 		 1 	 1 								
EOI	EOI				 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	EOi			 1 	 1 		 1 							 1 	 1 
	EoI			 1 		 1 	 2 								
	Eoi			 2 			 1 								
	eOI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eOi		 1 	 2 	 1 										
	eoI		 1 	 2 		 1 	 1 								
	eoi		 1 	 3 											
EOE	EOE				 1 		 2 			 1 	 1 			 1 	 1 
	EOe			 1 	 1 		 1 							 1 	 1 
	EoE			 1 			 2 								
	Eoe			 2 			 1 								
	eOE		 1 	 1 	 1 		 1 			 1 	 1 				
	eOe		 1 	 2 	 1 										
	eoE		 1 	 2 			 1 								
	eoe		 1 	 3 											
EOo	EOo				 1 		 1 							 1 	 1 
	EOO			 1 	 2 		 1 							 1 	 1 
	Eoo			 1 			 1 								
	EoO			 2 	 1 		 1 								 1 
	eOo		 1 	 1 	 1 										
	eOO		 1 	 2 	 2 										
	eoo		 1 	 2 											
	eoO		 1 	 3 	 1 										
EOa	EOa				 1 		 1 							 1 	 1 
	EOA			 1 	 2 		 1 							 1 	 1 
	Eoa			 1 			 1 								
	EoA			 2 	 1 		 1 								 1 
	eOa		 1 	 1 	 1 										
	eOA		 1 	 2 	 2 										
	eoa		 1 	 2 											
	eoA		 1 	 3 	 1 										
EOu	EOu				 1 		 1 							 1 	 1 
	EOy			 1 	 2 		 1 							 1 	 1 
	Eou			 1 			 1 								
	Eoy			 2 	 1 		 1 								 1 
	eOu		 1 	 1 	 1 										
	eOy		 1 	 2 	 2 										
	eou		 1 	 2 											
	eoy		 1 	 3 	 1 										
EAO	EAO				 2 		 1 							 1 	 1 
	EAo			 1 	 1 		 1 							 1 	 1 
	EaO			 1 	 1 		 1 								 1 
	Eao			 2 			 1 								
	eAO		 1 	 1 	 2 										
	eAo		 1 	 2 	 1 										
	eao		 1 	 3 											
EAA	EAA				 2 		 1 							 1 	 1 
	EAa			 1 	 1 		 1 							 1 	 1 
	EaA			 1 	 1 		 1 								 1 
	Eaa			 2 			 1 								
	eAA		 1 	 1 	 2 										
	eAa		 1 	 2 	 1 										
	eaa		 1 	 3 											
EAy	EAy				 2 		 1 							 1 	 1 
	EAu			 1 	 1 		 1 							 1 	 1 
	Eay			 1 	 1 		 1 								 1 
	Eau			 2 			 1 								
	eAy		 1 	 1 	 2 										
	eAu		 1 	 2 	 1 										
	eau		 1 	 3 											
EAe	EAe				 1 		 1 							 1 	 1 
	EAE			 1 	 1 		 2 			 1 	 1 			 1 	 1 
	Eae			 1 			 1 								
	EaE			 2 			 2 								
	eAe		 1 	 1 	 1 										
	eAE		 1 	 2 	 1 		 1 			 1 	 1 				
	eae		 1 	 2 											
	eaE		 1 	 3 			 1 								
EAi	EAi				 1 		 1 							 1 	 1 
	EAI			 1 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	Eai			 1 			 1 								
	EaI			 2 		 1 	 2 								
	eAi		 1 	 1 	 1 										
	eAI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eai		 1 	 2 											
	eaI		 1 	 3 		 1 	 1 								
EAI	EAI				 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	EAi			 1 	 1 		 1 							 1 	 1 
	EaI			 1 		 1 	 2 								
	Eai			 2 			 1 								
	eAI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eAi		 1 	 2 	 1 										
	eaI		 1 	 2 		 1 	 1 								
	eai		 1 	 3 											
EAE	EAE				 1 		 2 			 1 	 1 			 1 	 1 
	EAe			 1 	 1 		 1 							 1 	 1 
	EaE			 1 			 2 								
	Eae			 2 			 1 								
	eAE		 1 	 1 	 1 		 1 			 1 	 1 				
	eAe		 1 	 2 	 1 										
	eaE		 1 	 2 			 1 								
	eae		 1 	 3 											
EAo	EAo				 1 		 1 							 1 	 1 
	EAO			 1 	 2 		 1 							 1 	 1 
	Eao			 1 			 1 								
	EaO			 2 	 1 		 1 								 1 
	eAo		 1 	 1 	 1 										
	eAO		 1 	 2 	 2 										
	eao		 1 	 2 											
	eaO		 1 	 3 	 1 										
EAa	EAa				 1 		 1 							 1 	 1 
	EAA			 1 	 2 		 1 							 1 	 1 
	Eaa			 1 			 1 								
	EaA			 2 	 1 		 1 								 1 
	eAa		 1 	 1 	 1 										
	eAA		 1 	 2 	 2 										
	eaa		 1 	 2 											
	eaA		 1 	 3 	 1 										
EAu	EAu				 1 		 1 							 1 	 1 
	EAy			 1 	 2 		 1 							 1 	 1 
	Eau			 1 			 1 								
	Eay			 2 	 1 		 1 								 1 
	eAu		 1 	 1 	 1 										
	eAy		 1 	 2 	 2 										
	eau		 1 	 2 											
	eay		 1 	 3 	 1 										
EyO	EyO				 2 		 1 							 1 	 1 
	Eyo			 1 	 1 		 1 							 1 	 1 
	EuO			 1 	 1 		 1 								 1 
	Euo			 2 			 1 								
	eyO		 1 	 1 	 2 										
	eyo		 1 	 2 	 1 										
	euo		 1 	 3 											
EyA	EyA				 2 		 1 							 1 	 1 
	Eya			 1 	 1 		 1 							 1 	 1 
	EuA			 1 	 1 		 1 								 1 
	Eua			 2 			 1 								
	eyA		 1 	 1 	 2 										
	eya		 1 	 2 	 1 										
	eua		 1 	 3 											
Eyy	Eyy				 2 		 1 							 1 	 1 
	Eyu			 1 	 1 		 1 							 1 	 1 
	Euy			 1 	 1 		 1 								 1 
	Euu			 2 			 1 								
	eyy		 1 	 1 	 2 										
	eyu		 1 	 2 	 1 										
	euu		 1 	 3 											
Eye	Eye				 1 		 1 							 1 	 1 
	EyE			 1 	 1 		 2 			 1 	 1 			 1 	 1 
	Eue			 1 			 1 								
	EuE			 2 			 2 								
	eye		 1 	 1 	 1 										
	eyE		 1 	 2 	 1 		 1 			 1 	 1 				
	eue		 1 	 2 											
	euE		 1 	 3 			 1 								
Eyi	Eyi				 1 		 1 							 1 	 1 
	EyI			 1 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	Eui			 1 			 1 								
	EuI			 2 		 1 	 2 								
	eyi		 1 	 1 	 1 										
	eyI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eui		 1 	 2 											
	euI		 1 	 3 		 1 	 1 								
EyI	EyI				 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	Eyi			 1 	 1 		 1 							 1 	 1 
	EuI			 1 		 1 	 2 								
	Eui			 2 			 1 								
	eyI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eyi		 1 	 2 	 1 										
	euI		 1 	 2 		 1 	 1 								
	eui		 1 	 3 											
EyE	EyE				 1 		 2 			 1 	 1 			 1 	 1 
	Eye			 1 	 1 		 1 							 1 	 1 
	EuE			 1 			 2 								
	Eue			 2 			 1 								
	eyE		 1 	 1 	 1 		 1 			 1 	 1 				
	eye		 1 	 2 	 1 										
	euE		 1 	 2 			 1 								
	eue		 1 	 3 											
Eyo	Eyo				 1 		 1 							 1 	 1 
	EyO			 1 	 2 		 1 							 1 	 1 
	Euo			 1 			 1 								
	EuO			 2 	 1 		 1 								 1 
	eyo		 1 	 1 	 1 										
	eyO		 1 	 2 	 2 										
	euo		 1 	 2 											
	euO		 1 	 3 	 1 										
Eya	Eya				 1 		 1 							 1 	 1 
	EyA			 1 	 2 		 1 							 1 	 1 
	Eua			 1 			 1 								
	EuA			 2 	 1 		 1 								 1 
	eya		 1 	 1 	 1 										
	eyA		 1 	 2 	 2 										
	eua		 1 	 2 											
	euA		 1 	 3 	 1 										
Eyu	Eyu				 1 		 1 							 1 	 1 
	Eyy			 1 	 2 		 1 							 1 	 1 
	Euu			 1 			 1 								
	Euy			 2 	 1 		 1 								 1 
	eyu		 1 	 1 	 1 										
	eyy		 1 	 2 	 2 										
	euu		 1 	 2 											
	euy		 1 	 3 	 1 										
EeO	EeO				 1 		 1 								 1 
	Eeo			 1 			 1 								
	EEO			 1 	 1 		 2 							 1 	 2 
	EEo			 2 			 2 								
	eeO		 1 	 1 	 1 										
	eeo		 1 	 2 											
	eEO		 1 	 2 	 1 		 1 							 1 	 1 
	eEo		 1 	 3 			 1 								
EeA	EeA				 1 		 1 								 1 
	Eea			 1 			 1 								
	EEA			 1 	 1 		 2 							 1 	 2 
	EEa			 2 			 2 								
	eeA		 1 	 1 	 1 										
	eea		 1 	 2 											
	eEA		 1 	 2 	 1 		 1 							 1 	 1 
	eEa		 1 	 3 			 1 								
Eey	Eey				 1 		 1 								 1 
	Eeu			 1 			 1 								
	EEy			 1 	 1 		 2 							 1 	 2 
	EEu			 2 			 2 								
	eey		 1 	 1 	 1 										
	eeu		 1 	 2 											
	eEy		 1 	 2 	 1 		 1 							 1 	 1 
	eEu		 1 	 3 			 1 								
Eee	Eee	 1 					 1 								
	EeE			 1 			 2 								
	EEE			 2 			 3 								
	eee		 1 	 1 											
	eeE		 1 	 2 			 1 								
	eEE		 1 	 3 			 2 								
Eei	Eei	 1 					 1 								
	EeI			 1 		 1 	 2 								
	EEi			 1 			 2 								
	EEI			 2 		 1 	 3 								
	eei		 1 	 1 											
	eeI		 1 	 2 		 1 	 1 								
	eEi		 1 	 2 			 1 								
	eEI		 1 	 3 		 1 	 2 								
EeI	EeI					 1 	 2 								
	Eei			 1 			 1 								
	EEI			 1 		 1 	 3 								
	EEi			 2 			 2 								
	eeI		 1 	 1 		 1 	 1 								
	eei		 1 	 2 											
	eEI		 1 	 2 		 1 	 2 								
	eEi		 1 	 3 			 1 								
EeE	EeE						 2 								
	Eee			 1 			 1 								
	EEE			 1 			 3 								
	EEe			 2 			 2 								
	eeE		 1 	 1 			 1 								
	eee		 1 	 2 											
	eEE		 1 	 2 			 2 								
	eEe		 1 	 3 			 1 								
Eeo	Eeo						 1 								
	EeO			 1 	 1 		 1 								 1 
	EEo			 1 			 2 								
	EEO			 2 	 1 		 2 							 1 	 2 
	eeo		 1 	 1 											
	eeO		 1 	 2 	 1 										
	eEo		 1 	 2 			 1 								
	eEO		 1 	 3 	 1 		 1 							 1 	 1 
Eea	Eea	 1 					 1 								
	EeA			 1 	 1 		 1 								 1 
	EEa			 1 			 2 								
	EEA			 2 	 1 		 2 							 1 	 2 
	eea		 1 	 1 											
	eeA		 1 	 2 	 1 										
	eEa		 1 	 2 			 1 								
	eEA		 1 	 3 	 1 		 1 							 1 	 1 
Eeu	Eeu	 1 					 1 								
	Eey			 1 	 1 		 1 								 1 
	EEu			 1 			 2 								
	EEy			 2 	 1 		 2 							 1 	 2 
	eeu		 1 	 1 											
	eey		 1 	 2 	 1 										
	eEu		 1 	 2 			 1 								
	eEy		 1 	 3 	 1 		 1 							 1 	 1 
EiO	EiO				 1 		 1 								 1 
	Eio			 1 			 1 								
	EIO			 1 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIo			 2 		 1 	 2 								
	eiO		 1 	 1 	 1 										
	eio		 1 	 2 											
	eIO		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIo		 1 	 3 		 1 	 1 								
EiA	EiA				 1 		 1 								 1 
	Eia			 1 			 1 								
	EIA			 1 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIa			 2 		 1 	 2 								
	eiA		 1 	 1 	 1 										
	eia		 1 	 2 											
	eIA		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIa		 1 	 3 		 1 	 1 								
Eiy	Eiy				 1 		 1 								 1 
	Eiu			 1 			 1 								
	EIy			 1 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIu			 2 		 1 	 2 								
	eiy		 1 	 1 	 1 										
	eiu		 1 	 2 											
	eIy		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIu		 1 	 3 		 1 	 1 								
Eie	Eie	 1 					 1 								
	EiE			 1 			 2 								
	EIe			 1 		 1 	 2 								
	EIE			 2 		 1 	 3 								
	eie		 1 	 1 											
	eiE		 1 	 2 			 1 								
	eIe		 1 	 2 		 1 	 1 								
	eIE		 1 	 3 		 1 	 2 								
Eii	Eii	 1 					 1 								
	EiI			 1 		 1 	 2 								
	EII			 2 		 2 	 3 								
	eii		 1 	 1 											
	eiI		 1 	 2 		 1 	 1 								
	eII		 1 	 3 		 2 	 2 								
EiI	EiI					 1 	 2 								
	Eii			 1 			 1 								
	EII			 1 		 2 	 3 								
	EIi			 2 		 1 	 2 								
	eiI		 1 	 1 		 1 	 1 								
	eii		 1 	 2 											
	eII		 1 	 2 		 2 	 2 								
	eIi		 1 	 3 		 1 	 1 								
EiE	EiE						 2 								
	Eie			 1 			 1 								
