			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
	_Ii		0	1	1	1	0	1	0	1	1
	ue_		1	1	0	1	0	1	0	0	0
yii	yii	1	0	0	0	0	0	0	1	0	0
	yiI		0	1	0	0	0	0	1	1	1
	yII		0	2	0	0	0	0	1	2	2
	uii		1	1	0	0	0	0	0	0	0
	uiI		1	2	0	0	0	0	0	1	1
	uII		1	3	0	0	0	0	0	2	2
	yi_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_ii		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_I		0	1	0	1	0	0	1	1	1
	_iI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	_II		0	2	1	1	0	0	0	2	2
	ui_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_I		1	2	0	1	0	0	0	1	1
	yie		0	0	0	0	0	1	1	0	0
	yee		0	0	0	0	0	2	1	0	0
	iii		0	0	0	0	1	1	0	0	0
	iie		0	0	0	0	1	2	0	0	0
	iee		0	0	0	0	1	3	0	0	0
	yeI		0	1	0	0	0	1	1	1	1
	iiI		0	1	0	0	1	1	0	1	1
	ieI		0	1	0	0	1	2	0	1	1
	iII		0	2	0	0	1	1	0	2	2
	uie		1	1	0	0	0	1	0	0	0
	uee		1	1	0	0	0	2	0	0	0
	ueI		1	2	0	0	0	1	0	1	1
	ye_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ie		0	0	1	1	0	1	0	0	0
	_ee		0	0	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	i_I		0	1	0	1	1	1	0	1	1
	_eI		0	1	1	1	0	1	0	1	1
	ue_		1	1	0	1	0	1	0	0	0
yio	yio	1	0	0	0	0	0	0	1	0	0
	yiO		0	1	0	0	0	0	2	0	0
	yIo		0	1	0	0	0	0	1	1	1
	yIO		0	2	0	0	0	0	2	1	1
	uio		1	1	0	0	0	0	0	0	0
	uiO		1	2	0	0	0	0	1	0	0
	uIo		1	2	0	0	0	0	0	1	1
	uIO		1	3	0	0	0	0	1	1	1
	yi_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_io		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_O		0	1	0	1	0	0	2	0	0
	_iO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	yI_		0	1	0	1	0	0	1	1	1
	_Io		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IO		0	2	1	1	0	0	1	1	1
	ui_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_O		1	2	0	1	0	0	1	0	0
	uI_		1	2	0	1	0	0	0	1	1
	yii		0	1	0	0	0	1	1	0	0
	yeo		0	0	0	0	0	1	1	0	0
	yei		0	1	0	0	0	2	1	0	0
	iio		0	0	0	0	1	1	0	0	0
	iii		0	1	0	0	1	2	0	0	0
	ieo		0	0	0	0	1	2	0	0	0
	iei		0	1	0	0	1	3	0	0	0
	yeO		0	1	0	0	0	1	2	0	0
	iiO		0	1	0	0	1	1	1	0	0
	ieO		0	1	0	0	1	2	1	0	0
	yIi		0	2	0	0	0	1	1	1	1
	iIo		0	1	0	0	1	1	0	1	1
	iIi		0	2	0	0	1	2	0	1	1
	iIO		0	2	0	0	1	1	1	1	1
	uii		1	2	0	0	0	1	0	0	0
	ueo		1	1	0	0	0	1	0	0	0
	uei		1	2	0	0	0	2	0	0	0
	ueO		1	2	0	0	0	1	1	0	0
	uIi		1	3	0	0	0	1	0	1	1
	ye_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	y_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_eo		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_O		0	1	0	1	1	1	1	0	0
	_eO		0	1	1	1	0	1	1	0	0
	iI_		0	1	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	ue_		1	1	0	1	0	1	0	0	0
	u_i		1	2	0	1	0	1	0	0	0
yia	yia	1	0	0	0	0	0	0	1	0	0
	yiA		0	1	0	0	0	0	2	0	0
	yIa		0	1	0	0	0	0	1	1	1
	yIA		0	2	0	0	0	0	2	1	1
	uia		1	1	0	0	0	0	0	0	0
	uiA		1	2	0	0	0	0	1	0	0
	uIa		1	2	0	0	0	0	0	1	1
	uIA		1	3	0	0	0	0	1	1	1
	yi_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_ia		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_A		0	1	0	1	0	0	2	0	0
	_iA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	yI_		0	1	0	1	0	0	1	1	1
	_Ia		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IA		0	2	1	1	0	0	1	1	1
	ui_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_A		1	2	0	1	0	0	1	0	0
	uI_		1	2	0	1	0	0	0	1	1
	yii		0	1	0	0	0	1	1	0	0
	yea		0	0	0	0	0	1	1	0	0
	yei		0	1	0	0	0	2	1	0	0
	iia		0	0	0	0	1	1	0	0	0
	iii		0	1	0	0	1	2	0	0	0
	iea		0	0	0	0	1	2	0	0	0
	iei		0	1	0	0	1	3	0	0	0
	yeA		0	1	0	0	0	1	2	0	0
	iiA		0	1	0	0	1	1	1	0	0
	ieA		0	1	0	0	1	2	1	0	0
	yIi		0	2	0	0	0	1	1	1	1
	iIa		0	1	0	0	1	1	0	1	1
	iIi		0	2	0	0	1	2	0	1	1
	iIA		0	2	0	0	1	1	1	1	1
	uii		1	2	0	0	0	1	0	0	0
	uea		1	1	0	0	0	1	0	0	0
	uei		1	2	0	0	0	2	0	0	0
	ueA		1	2	0	0	0	1	1	0	0
	uIi		1	3	0	0	0	1	0	1	1
	ye_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	y_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ea		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_A		0	1	0	1	1	1	1	0	0
	_eA		0	1	1	1	0	1	1	0	0
	iI_		0	1	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	ue_		1	1	0	1	0	1	0	0	0
	u_i		1	2	0	1	0	1	0	0	0
yiu	yiu	1	0	0	0	0	0	0	1	0	0
	yiy		0	1	0	0	0	0	2	0	0
	yIu		0	1	0	0	0	0	1	1	1
	yIy		0	2	0	0	0	0	2	1	1
	uiu		1	1	0	0	0	0	0	0	0
	uiy		1	2	0	0	0	0	1	0	0
	uIu		1	2	0	0	0	0	0	1	1
	uIy		1	3	0	0	0	0	1	1	1
	yi_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_iu		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_y		0	1	0	1	0	0	2	0	0
	_iy		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	yI_		0	1	0	1	0	0	1	1	1
	_Iu		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_Iy		0	2	1	1	0	0	1	1	1
	ui_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_y		1	2	0	1	0	0	1	0	0
	uI_		1	2	0	1	0	0	0	1	1
	yii		0	1	0	0	0	1	1	0	0
	yeu		0	0	0	0	0	1	1	0	0
	yei		0	1	0	0	0	2	1	0	0
	iiu		0	0	0	0	1	1	0	0	0
	iii		0	1	0	0	1	2	0	0	0
	ieu		0	0	0	0	1	2	0	0	0
	iei		0	1	0	0	1	3	0	0	0
	yey		0	1	0	0	0	1	2	0	0
	iiy		0	1	0	0	1	1	1	0	0
	iey		0	1	0	0	1	2	1	0	0
	yIi		0	2	0	0	0	1	1	1	1
	iIu		0	1	0	0	1	1	0	1	1
	iIi		0	2	0	0	1	2	0	1	1
	iIy		0	2	0	0	1	1	1	1	1
	uii		1	2	0	0	0	1	0	0	0
	ueu		1	1	0	0	0	1	0	0	0
	uei		1	2	0	0	0	2	0	0	0
	uey		1	2	0	0	0	1	1	0	0
	uIi		1	3	0	0	0	1	0	1	1
	ye_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	y_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_eu		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_y		0	1	0	1	1	1	1	0	0
	_ey		0	1	1	1	0	1	1	0	0
	iI_		0	1	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	ue_		1	1	0	1	0	1	0	0	0
	u_i		1	2	0	1	0	1	0	0	0
yoe	yoe	1	0	0	0	0	0	0	1	0	0
	yoE		0	1	0	0	0	0	1	0	1
	yOe		0	1	0	0	0	0	2	0	0
	yOE		0	2	0	0	0	0	2	0	1
	uoe		1	1	0	0	0	0	0	0	0
	uoE		1	2	0	0	0	0	0	0	1
	uOe		1	2	0	0	0	0	1	0	0
	uOE		1	3	0	0	0	0	1	0	1
	yo_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_oe		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_E		0	1	0	1	0	0	1	0	1
	_oE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	yO_		0	1	0	1	0	0	2	0	0
	_Oe		0	1	1	1	0	0	1	0	0
	_O_		0	1	1	2	0	0	1	0	0
	_OE		0	2	1	1	0	0	1	0	1
	uo_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_E		1	2	0	1	0	0	0	0	1
	uO_		1	2	0	1	0	0	1	0	0
	yoi		0	0	0	0	0	1	1	0	0
	yie		0	1	0	0	0	1	1	0	0
	yii		0	1	0	0	0	2	1	0	0
	ioe		0	0	0	0	1	1	0	0	0
	ioi		0	0	0	0	1	2	0	0	0
	iie		0	1	0	0	1	2	0	0	0
	iii		0	1	0	0	1	3	0	0	0
	yiE		0	2	0	0	0	1	1	0	1
	ioE		0	1	0	0	1	1	0	0	1
	iiE		0	2	0	0	1	2	0	0	1
	yOi		0	1	0	0	0	1	2	0	0
	iOe		0	1	0	0	1	1	1	0	0
	iOi		0	1	0	0	1	2	1	0	0
	iOE		0	2	0	0	1	1	1	0	1
	uoi		1	1	0	0	0	1	0	0	0
	uie		1	2	0	0	0	1	0	0	0
	uii		1	2	0	0	0	2	0	0	0
	uiE		1	3	0	0	0	1	0	0	1
	uOi		1	2	0	0	0	1	1	0	0
	yi_		0	1	0	1	0	1	1	0	0
	io_		0	0	0	1	1	1	0	0	0
	ii_		0	1	0	1	1	2	0	0	0
	y_i		0	0	0	1	0	1	1	0	0
	i_i		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_oi		0	0	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__i		0	0	1	2	0	1	0	0	0
	i_E		0	1	0	1	1	1	0	0	1
	_iE		0	2	1	1	0	1	0	0	1
	iO_		0	1	0	1	1	1	1	0	0
	_Oi		0	1	1	1	0	1	1	0	0
	ui_		1	2	0	1	0	1	0	0	0
	u_i		1	1	0	1	0	1	0	0	0
yoi	yoi	1	0	0	0	0	0	0	1	0	0
	yoI		0	1	0	0	0	0	1	1	1
	yOi		0	1	0	0	0	0	2	0	0
	yOI		0	2	0	0	0	0	2	1	1
	uoi		1	1	0	0	0	0	0	0	0
	uoI		1	2	0	0	0	0	0	1	1
	uOi		1	2	0	0	0	0	1	0	0
	uOI		1	3	0	0	0	0	1	1	1
	yo_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_oi		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_I		0	1	0	1	0	0	1	1	1
	_oI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	yO_		0	1	0	1	0	0	2	0	0
	_Oi		0	1	1	1	0	0	1	0	0
	_O_		0	1	1	2	0	0	1	0	0
	_OI		0	2	1	1	0	0	1	1	1
	uo_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_I		1	2	0	1	0	0	0	1	1
	uO_		1	2	0	1	0	0	1	0	0
	yoe		0	0	0	0	0	1	1	0	0
	yii		0	1	0	0	0	1	1	0	0
	yie		0	1	0	0	0	2	1	0	0
	ioi		0	0	0	0	1	1	0	0	0
	ioe		0	0	0	0	1	2	0	0	0
	iii		0	1	0	0	1	2	0	0	0
	iie		0	1	0	0	1	3	0	0	0
	yiI		0	2	0	0	0	1	1	1	1
	ioI		0	1	0	0	1	1	0	1	1
	iiI		0	2	0	0	1	2	0	1	1
	yOe		0	1	0	0	0	1	2	0	0
	iOi		0	1	0	0	1	1	1	0	0
	iOe		0	1	0	0	1	2	1	0	0
	iOI		0	2	0	0	1	1	1	1	1
	uoe		1	1	0	0	0	1	0	0	0
	uii		1	2	0	0	0	1	0	0	0
	uie		1	2	0	0	0	2	0	0	0
	uiI		1	3	0	0	0	1	0	1	1
	uOe		1	2	0	0	0	1	1	0	0
	yi_		0	1	0	1	0	1	1	0	0
	io_		0	0	0	1	1	1	0	0	0
	ii_		0	1	0	1	1	2	0	0	0
	y_e		0	0	0	1	0	1	1	0	0
	i_e		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_oe		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__e		0	0	1	2	0	1	0	0	0
	i_I		0	1	0	1	1	1	0	1	1
	_iI		0	2	1	1	0	1	0	1	1
	iO_		0	1	0	1	1	1	1	0	0
	_Oe		0	1	1	1	0	1	1	0	0
	ui_		1	2	0	1	0	1	0	0	0
	u_e		1	1	0	1	0	1	0	0	0
yoo	yoo	1	0	0	0	0	0	0	1	0	0
	yoO		0	1	0	0	0	0	2	0	0
	yOO		0	2	0	0	0	0	3	0	0
	uoo		1	1	0	0	0	0	0	0	0
	uoO		1	2	0	0	0	0	1	0	0
	uOO		1	3	0	0	0	0	2	0	0
	yo_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_oo		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_O		0	1	0	1	0	0	2	0	0
	_oO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	_OO		0	2	1	1	0	0	2	0	0
	uo_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_O		1	2	0	1	0	0	1	0	0
	yoi		0	1	0	0	0	1	1	0	0
	yii		0	2	0	0	0	2	1	0	0
	ioo		0	0	0	0	1	1	0	0	0
	ioi		0	1	0	0	1	2	0	0	0
	iii		0	2	0	0	1	3	0	0	0
	yiO		0	2	0	0	0	1	2	0	0
	ioO		0	1	0	0	1	1	1	0	0
	iiO		0	2	0	0	1	2	1	0	0
	iOO		0	2	0	0	1	1	2	0	0
	uoi		1	2	0	0	0	1	0	0	0
	uii		1	3	0	0	0	2	0	0	0
	uiO		1	3	0	0	0	1	1	0	0
	yi_		0	1	0	1	0	1	1	0	0
	io_		0	0	0	1	1	1	0	0	0
	ii_		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_O		0	1	0	1	1	1	1	0	0
	_iO		0	2	1	1	0	1	1	0	0
	ui_		1	2	0	1	0	1	0	0	0
yoa	yoa	1	0	0	0	0	0	0	1	0	0
	yoA		0	1	0	0	0	0	2	0	0
	yOA		0	2	0	0	0	0	3	0	0
	uoa		1	1	0	0	0	0	0	0	0
	uoA		1	2	0	0	0	0	1	0	0
	uOA		1	3	0	0	0	0	2	0	0
	yo_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_oa		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_A		0	1	0	1	0	0	2	0	0
	_oA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	_OA		0	2	1	1	0	0	2	0	0
	uo_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_A		1	2	0	1	0	0	1	0	0
	yoi		0	1	0	0	0	1	1	0	0
	yii		0	2	0	0	0	2	1	0	0
	ioa		0	0	0	0	1	1	0	0	0
	ioi		0	1	0	0	1	2	0	0	0
	iii		0	2	0	0	1	3	0	0	0
	yiA		0	2	0	0	0	1	2	0	0
	ioA		0	1	0	0	1	1	1	0	0
	iiA		0	2	0	0	1	2	1	0	0
	iOA		0	2	0	0	1	1	2	0	0
	uoi		1	2	0	0	0	1	0	0	0
	uii		1	3	0	0	0	2	0	0	0
	uiA		1	3	0	0	0	1	1	0	0
	yi_		0	1	0	1	0	1	1	0	0
	io_		0	0	0	1	1	1	0	0	0
	ii_		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_A		0	1	0	1	1	1	1	0	0
	_iA		0	2	1	1	0	1	1	0	0
	ui_		1	2	0	1	0	1	0	0	0
you	you	1	0	0	0	0	0	0	1	0	0
	yoy		0	1	0	0	0	0	2	0	0
	yOy		0	2	0	0	0	0	3	0	0
	uou		1	1	0	0	0	0	0	0	0
	uoy		1	2	0	0	0	0	1	0	0
	uOy		1	3	0	0	0	0	2	0	0
	yo_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_ou		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_y		0	1	0	1	0	0	2	0	0
	_oy		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	_Oy		0	2	1	1	0	0	2	0	0
	uo_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_y		1	2	0	1	0	0	1	0	0
	yoi		0	1	0	0	0	1	1	0	0
	yii		0	2	0	0	0	2	1	0	0
	iou		0	0	0	0	1	1	0	0	0
	ioi		0	1	0	0	1	2	0	0	0
	iii		0	2	0	0	1	3	0	0	0
	yiy		0	2	0	0	0	1	2	0	0
	ioy		0	1	0	0	1	1	1	0	0
	iiy		0	2	0	0	1	2	1	0	0
	iOy		0	2	0	0	1	1	2	0	0
	uoi		1	2	0	0	0	1	0	0	0
	uii		1	3	0	0	0	2	0	0	0
	uiy		1	3	0	0	0	1	1	0	0
	yi_		0	1	0	1	0	1	1	0	0
	io_		0	0	0	1	1	1	0	0	0
	ii_		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_y		0	1	0	1	1	1	1	0	0
	_iy		0	2	1	1	0	1	1	0	0
	ui_		1	2	0	1	0	1	0	0	0
yae	yae	1	0	0	0	0	0	0	1	0	0
	yaE		0	1	0	0	0	0	1	0	1
	yAe		0	1	0	0	0	0	2	0	0
	yAE		0	2	0	0	0	0	2	0	1
	uae		1	1	0	0	0	0	0	0	0
	uaE		1	2	0	0	0	0	0	0	1
	uAe		1	2	0	0	0	0	1	0	0
	uAE		1	3	0	0	0	0	1	0	1
	ya_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_ae		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_E		0	1	0	1	0	0	1	0	1
	_aE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	yA_		0	1	0	1	0	0	2	0	0
	_Ae		0	1	1	1	0	0	1	0	0
	_A_		0	1	1	2	0	0	1	0	0
	_AE		0	2	1	1	0	0	1	0	1
	ua_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_E		1	2	0	1	0	0	0	0	1
	uA_		1	2	0	1	0	0	1	0	0
	yai		0	0	0	0	0	1	1	0	0
	yie		0	1	0	0	0	1	1	0	0
	yii		0	1	0	0	0	2	1	0	0
	iae		0	0	0	0	1	1	0	0	0
	iai		0	0	0	0	1	2	0	0	0
	iie		0	1	0	0	1	2	0	0	0
	iii		0	1	0	0	1	3	0	0	0
	yiE		0	2	0	0	0	1	1	0	1
	iaE		0	1	0	0	1	1	0	0	1
	iiE		0	2	0	0	1	2	0	0	1
	yAi		0	1	0	0	0	1	2	0	0
	iAe		0	1	0	0	1	1	1	0	0
	iAi		0	1	0	0	1	2	1	0	0
	iAE		0	2	0	0	1	1	1	0	1
	uai		1	1	0	0	0	1	0	0	0
	uie		1	2	0	0	0	1	0	0	0
	uii		1	2	0	0	0	2	0	0	0
	uiE		1	3	0	0	0	1	0	0	1
	uAi		1	2	0	0	0	1	1	0	0
	yi_		0	1	0	1	0	1	1	0	0
	ia_		0	0	0	1	1	1	0	0	0
	ii_		0	1	0	1	1	2	0	0	0
	y_i		0	0	0	1	0	1	1	0	0
	i_i		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ai		0	0	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__i		0	0	1	2	0	1	0	0	0
	i_E		0	1	0	1	1	1	0	0	1
	_iE		0	2	1	1	0	1	0	0	1
	iA_		0	1	0	1	1	1	1	0	0
	_Ai		0	1	1	1	0	1	1	0	0
	ui_		1	2	0	1	0	1	0	0	0
	u_i		1	1	0	1	0	1	0	0	0
yai	yai	1	0	0	0	0	0	0	1	0	0
	yaI		0	1	0	0	0	0	1	1	1
	yAi		0	1	0	0	0	0	2	0	0
	yAI		0	2	0	0	0	0	2	1	1
	uai		1	1	0	0	0	0	0	0	0
	uaI		1	2	0	0	0	0	0	1	1
	uAi		1	2	0	0	0	0	1	0	0
	uAI		1	3	0	0	0	0	1	1	1
	ya_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_ai		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_I		0	1	0	1	0	0	1	1	1
	_aI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	yA_		0	1	0	1	0	0	2	0	0
	_Ai		0	1	1	1	0	0	1	0	0
	_A_		0	1	1	2	0	0	1	0	0
	_AI		0	2	1	1	0	0	1	1	1
	ua_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_I		1	2	0	1	0	0	0	1	1
	uA_		1	2	0	1	0	0	1	0	0
	yae		0	0	0	0	0	1	1	0	0
	yii		0	1	0	0	0	1	1	0	0
	yie		0	1	0	0	0	2	1	0	0
	iai		0	0	0	0	1	1	0	0	0
	iae		0	0	0	0	1	2	0	0	0
	iii		0	1	0	0	1	2	0	0	0
	iie		0	1	0	0	1	3	0	0	0
	yiI		0	2	0	0	0	1	1	1	1
	iaI		0	1	0	0	1	1	0	1	1
	iiI		0	2	0	0	1	2	0	1	1
	yAe		0	1	0	0	0	1	2	0	0
	iAi		0	1	0	0	1	1	1	0	0
	iAe		0	1	0	0	1	2	1	0	0
	iAI		0	2	0	0	1	1	1	1	1
	uae		1	1	0	0	0	1	0	0	0
	uii		1	2	0	0	0	1	0	0	0
	uie		1	2	0	0	0	2	0	0	0
	uiI		1	3	0	0	0	1	0	1	1
	uAe		1	2	0	0	0	1	1	0	0
	yi_		0	1	0	1	0	1	1	0	0
	ia_		0	0	0	1	1	1	0	0	0
	ii_		0	1	0	1	1	2	0	0	0
	y_e		0	0	0	1	0	1	1	0	0
	i_e		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ae		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__e		0	0	1	2	0	1	0	0	0
	i_I		0	1	0	1	1	1	0	1	1
	_iI		0	2	1	1	0	1	0	1	1
	iA_		0	1	0	1	1	1	1	0	0
	_Ae		0	1	1	1	0	1	1	0	0
	ui_		1	2	0	1	0	1	0	0	0
	u_e		1	1	0	1	0	1	0	0	0
yao	yao	1	0	0	0	0	0	0	1	0	0
	yaO		0	1	0	0	0	0	2	0	0
	yAO		0	2	0	0	0	0	3	0	0
	uao		1	1	0	0	0	0	0	0	0
	uaO		1	2	0	0	0	0	1	0	0
	uAO		1	3	0	0	0	0	2	0	0
	ya_		0	0	0	1	0	0	1	0	0
	y__		0	0	0	2	0	0	1	0	0
	_ao		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	y_O		0	1	0	1	0	0	2	0	0
	_aO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	_AO		0	2	1	1	0	0	2	0	0
	ua_		1	1	0	1	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0
	u_O		1	2	0	1	0	0	1	0	0
	yai		0	1	0	0	0	1	1	0	0
	yii		0	2	0	0	0	2	1	0	0
	iao		0	0	0	0	1	1	0	0	0
	iai		0	1	0	0	1	2	0	0	0
	iii		0	2	0	0	1	3	0	0	0
	yiO		0	2	0	0	0	1	2	0	0
	iaO		0	1	0	0	1	1	1	0	0
