			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	iae		1	2	0	0	0	2	4	0	0	0	0	0
	iii		1	3	0	0	0	2	5	0	0	0	0	0
	iie		1	3	0	0	0	2	6	0	0	0	0	0
	iei		1	3	0	0	0	2	4	0	0	0	0	0
	eau		1	1	0	0	0	1	1	0	0	0	0	0
	eai		1	2	0	0	0	1	2	0	0	0	0	0
	eae		1	2	0	0	0	1	3	0	0	0	0	0
	eii		1	3	0	0	0	1	4	0	0	0	0	0
	eie		1	3	0	0	0	1	5	0	0	0	0	0
	eei		1	3	0	0	0	1	3	0	0	0	0	0
	aiy		0	2	0	0	0	0	2	0	0	0	0	1
	aey		0	2	0	0	0	0	1	0	0	0	0	1
	iay		1	2	0	0	0	2	2	0	0	0	1	1
	iey		1	3	0	0	0	2	3	0	0	0	0	0
	eay		1	2	0	0	0	1	1	0	0	0	1	1
	eey		1	3	0	0	0	1	2	0	0	0	0	0
	aAi		0	2	0	0	0	0	1	0	0	0	1	1
	aAe		0	2	0	0	0	0	2	0	0	0	1	1
	iAu		1	2	0	0	0	2	2	0	1	1	0	0
	eAu		1	2	0	0	0	1	1	0	1	1	0	0
	iAy		1	3	0	0	0	2	2	0	0	0	0	0
	eAy		1	3	0	0	0	1	1	0	0	0	0	0
	Aai		1	2	0	0	0	0	1	0	1	1	0	0
	Aae		1	2	0	0	0	0	2	0	1	1	0	0
	Aiu		1	2	0	0	0	0	2	0	0	1	0	0
	Aii		1	3	0	0	0	0	3	0	0	0	0	0
	Aie		1	3	0	0	0	0	4	0	0	0	0	0
	Aeu		1	2	0	0	0	0	1	0	0	1	0	0
	Aei		1	3	0	0	0	0	2	0	0	0	0	0
	Aey		1	3	0	0	0	0	1	0	0	0	0	0
	ai_		0	1	0	1	0	0	2	0	0	0	0	0
	ae_		0	1	0	1	0	0	1	0	0	0	0	0
	ia_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	2	0	1	0	2	4	0	0	0	0	0
	ie_		1	2	0	1	0	2	3	0	0	0	0	0
	ea_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	2	0	1	0	1	3	0	0	0	0	0
	ee_		1	2	0	1	0	1	2	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ai		0	1	1	1	0	0	1	0	0	0	0	0
	_ae		0	1	1	1	0	0	2	0	0	0	0	0
	_ii		0	2	1	1	0	0	3	0	0	0	0	0
	_ie		0	2	1	1	0	0	4	0	0	0	0	0
	_ei		0	2	1	1	0	0	2	0	0	0	0	0
	_i_		0	1	1	2	0	0	2	0	0	0	0	0
	_e_		0	1	1	2	0	0	1	0	0	0	0	0
	i_y		1	2	0	1	0	2	2	0	0	0	0	0
	e_y		1	2	0	1	0	1	1	0	0	0	0	0
	_ey		0	2	1	1	0	0	1	0	0	0	0	0
	Ai_		1	2	0	1	0	0	2	0	0	0	0	0
	Ae_		1	2	0	1	0	0	1	0	0	0	0	0
aue	aue	1	0	0	0	0	0	0	0	0	0	0	0	0
	auE		0	1	0	0	0	0	0	1	0	0	0	0
	aye		0	1	0	0	0	0	0	0	0	0	1	1
	ayE		0	2	0	0	0	0	0	1	1	1	1	1
	Aue		1	1	0	0	0	0	0	0	1	1	0	0
	AuE		1	2	0	0	0	0	0	1	1	2	0	0
	Aye		1	2	0	0	0	0	0	0	0	0	0	0
	AyE		1	3	0	0	0	0	0	1	1	1	0	0
	au_		0	0	0	1	0	0	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0	0	0
	_ue		0	0	1	1	0	0	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	a_E		0	1	0	1	0	0	0	1	0	0	0	0
	_uE		0	1	1	1	0	0	0	1	0	0	0	0
	__E		0	1	1	2	0	0	0	1	0	0	0	0
	ay_		0	1	0	1	0	0	0	0	0	0	1	1
	_ye		0	1	1	1	0	0	0	0	0	0	0	0
	_y_		0	1	1	2	0	0	0	0	0	0	0	0
	_yE		0	2	1	1	0	0	0	1	1	1	0	0
	Au_		1	1	0	1	0	0	0	0	1	1	0	0
	A_e		1	1	0	1	0	0	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0	0	0
	A_E		1	2	0	1	0	0	0	1	1	1	0	0
	Ay_		1	2	0	1	0	0	0	0	0	0	0	0
	aui		0	0	0	0	0	0	1	0	0	0	0	0
	aie		0	1	0	0	0	0	1	0	0	0	0	0
	aii		0	1	0	0	0	0	2	0	0	0	0	0
	aei		0	1	0	0	0	0	3	0	0	0	0	0
	iue		1	1	0	0	0	2	2	0	0	0	0	0
	iui		1	1	0	0	0	2	3	0	0	0	0	0
	iie		1	2	0	0	0	2	3	0	0	0	0	0
	iii		1	2	0	0	0	2	4	0	0	0	0	0
	iei		1	2	0	0	0	2	5	0	0	0	0	0
	eue		1	1	0	0	0	1	1	0	0	0	0	0
	eui		1	1	0	0	0	1	2	0	0	0	0	0
	eie		1	2	0	0	0	1	2	0	0	0	0	0
	eii		1	2	0	0	0	1	3	0	0	0	0	0
	eei		1	2	0	0	0	1	4	0	0	0	0	0
	aiE		0	2	0	0	0	0	1	1	0	0	0	0
	aeE		0	2	0	0	0	0	2	1	0	0	0	0
	iuE		1	2	0	0	0	2	2	1	0	0	0	0
	iiE		1	3	0	0	0	2	3	1	0	0	0	0
	ieE		1	3	0	0	0	2	4	1	0	0	0	0
	euE		1	2	0	0	0	1	1	1	0	0	0	0
	eiE		1	3	0	0	0	1	2	1	0	0	0	0
	eeE		1	3	0	0	0	1	3	1	0	0	0	0
	ayi		0	1	0	0	0	0	1	0	0	0	1	1
	iye		1	2	0	0	0	2	2	0	0	0	0	0
	eye		1	2	0	0	0	1	1	0	0	0	0	0
	iyE		1	3	0	0	0	2	2	1	1	1	0	0
	eyE		1	3	0	0	0	1	1	1	1	1	0	0
	Aui		1	1	0	0	0	0	1	0	1	1	0	0
	Aie		1	2	0	0	0	0	1	0	0	0	0	0
	Aii		1	2	0	0	0	0	2	0	0	0	0	0
	Aei		1	2	0	0	0	0	3	0	0	0	0	0
	AiE		1	3	0	0	0	0	1	1	0	1	0	0
	AeE		1	3	0	0	0	0	2	1	0	1	0	0
	ai_		0	1	0	1	0	0	1	0	0	0	0	0
	ae_		0	1	0	1	0	0	2	0	0	0	0	0
	iu_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	2	0	1	0	2	3	0	0	0	0	0
	ie_		1	2	0	1	0	2	4	0	0	0	0	0
	eu_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	2	0	1	0	1	2	0	0	0	0	0
	ee_		1	2	0	1	0	1	3	0	0	0	0	0
	a_i		0	0	0	1	0	0	1	0	0	0	0	0
	i_i		1	1	0	1	0	2	3	0	0	0	0	0
	e_i		1	1	0	1	0	1	2	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ui		0	0	1	1	0	0	1	0	0	0	0	0
	_ie		0	1	1	1	0	0	1	0	0	0	0	0
	_ii		0	1	1	1	0	0	2	0	0	0	0	0
	_ei		0	1	1	1	0	0	3	0	0	0	0	0
	_i_		0	1	1	2	0	0	1	0	0	0	0	0
	_e_		0	1	1	2	0	0	2	0	0	0	0	0
	__i		0	0	1	2	0	0	1	0	0	0	0	0
	i_E		1	2	0	1	0	2	2	1	0	0	0	0
	e_E		1	2	0	1	0	1	1	1	0	0	0	0
	_iE		0	2	1	1	0	0	1	1	0	0	0	0
	_eE		0	2	1	1	0	0	2	1	0	0	0	0
	iy_		1	2	0	1	0	2	2	0	0	0	0	0
	ey_		1	2	0	1	0	1	1	0	0	0	0	0
	Ai_		1	2	0	1	0	0	1	0	0	0	0	0
	Ae_		1	2	0	1	0	0	2	0	0	0	0	0
	A_i		1	1	0	1	0	0	1	0	0	0	0	0
aui	aui	1	0	0	0	0	0	0	0	0	0	0	0	0
	auI		0	1	0	0	0	0	0	1	0	0	0	0
	ayi		0	1	0	0	0	0	0	0	0	0	1	1
	ayI		0	2	0	0	0	0	0	1	1	1	1	1
	Aui		1	1	0	0	0	0	0	0	1	1	0	0
	AuI		1	2	0	0	0	0	0	1	1	2	0	0
	Ayi		1	2	0	0	0	0	0	0	0	0	0	0
	AyI		1	3	0	0	0	0	0	1	1	1	0	0
	au_		0	0	0	1	0	0	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0	0	0
	_ui		0	0	1	1	0	0	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	a_I		0	1	0	1	0	0	0	1	0	0	0	0
	_uI		0	1	1	1	0	0	0	1	0	0	0	0
	__I		0	1	1	2	0	0	0	1	0	0	0	0
	ay_		0	1	0	1	0	0	0	0	0	0	1	1
	_yi		0	1	1	1	0	0	0	0	0	0	0	0
	_y_		0	1	1	2	0	0	0	0	0	0	0	0
	_yI		0	2	1	1	0	0	0	1	1	1	0	0
	Au_		1	1	0	1	0	0	0	0	1	1	0	0
	A_i		1	1	0	1	0	0	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0	0	0
	A_I		1	2	0	1	0	0	0	1	1	1	0	0
	Ay_		1	2	0	1	0	0	0	0	0	0	0	0
	aue		0	0	0	0	0	0	1	0	0	0	0	0
	aii		0	1	0	0	0	0	1	0	0	0	0	0
	aie		0	1	0	0	0	0	2	0	0	0	0	0
	aee		0	1	0	0	0	0	3	0	0	0	0	0
	iui		1	1	0	0	0	2	2	0	0	0	0	0
	iue		1	1	0	0	0	2	3	0	0	0	0	0
	iii		1	2	0	0	0	2	3	0	0	0	0	0
	iie		1	2	0	0	0	2	4	0	0	0	0	0
	iee		1	2	0	0	0	2	5	0	0	0	0	0
	eui		1	1	0	0	0	1	1	0	0	0	0	0
	eue		1	1	0	0	0	1	2	0	0	0	0	0
	eii		1	2	0	0	0	1	2	0	0	0	0	0
	eie		1	2	0	0	0	1	3	0	0	0	0	0
	eee		1	2	0	0	0	1	4	0	0	0	0	0
	aiI		0	2	0	0	0	0	1	1	0	0	0	0
	aeI		0	2	0	0	0	0	2	1	0	0	0	0
	iuI		1	2	0	0	0	2	2	1	0	0	0	0
	iiI		1	3	0	0	0	2	3	1	0	0	0	0
	ieI		1	3	0	0	0	2	4	1	0	0	0	0
	euI		1	2	0	0	0	1	1	1	0	0	0	0
	eiI		1	3	0	0	0	1	2	1	0	0	0	0
	eeI		1	3	0	0	0	1	3	1	0	0	0	0
	aye		0	1	0	0	0	0	1	0	0	0	1	1
	iyi		1	2	0	0	0	2	2	0	0	0	0	0
	eyi		1	2	0	0	0	1	1	0	0	0	0	0
	iyI		1	3	0	0	0	2	2	1	1	1	0	0
	eyI		1	3	0	0	0	1	1	1	1	1	0	0
	Aue		1	1	0	0	0	0	1	0	1	1	0	0
	Aii		1	2	0	0	0	0	1	0	0	0	0	0
	Aie		1	2	0	0	0	0	2	0	0	0	0	0
	Aee		1	2	0	0	0	0	3	0	0	0	0	0
	AiI		1	3	0	0	0	0	1	1	0	1	0	0
	AeI		1	3	0	0	0	0	2	1	0	1	0	0
	ai_		0	1	0	1	0	0	1	0	0	0	0	0
	ae_		0	1	0	1	0	0	2	0	0	0	0	0
	iu_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	2	0	1	0	2	3	0	0	0	0	0
	ie_		1	2	0	1	0	2	4	0	0	0	0	0
	eu_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	2	0	1	0	1	2	0	0	0	0	0
	ee_		1	2	0	1	0	1	3	0	0	0	0	0
	a_e		0	0	0	1	0	0	1	0	0	0	0	0
	i_e		1	1	0	1	0	2	3	0	0	0	0	0
	e_e		1	1	0	1	0	1	2	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ue		0	0	1	1	0	0	1	0	0	0	0	0
	_ii		0	1	1	1	0	0	1	0	0	0	0	0
	_ie		0	1	1	1	0	0	2	0	0	0	0	0
	_ee		0	1	1	1	0	0	3	0	0	0	0	0
	_i_		0	1	1	2	0	0	1	0	0	0	0	0
	_e_		0	1	1	2	0	0	2	0	0	0	0	0
	__e		0	0	1	2	0	0	1	0	0	0	0	0
	i_I		1	2	0	1	0	2	2	1	0	0	0	0
	e_I		1	2	0	1	0	1	1	1	0	0	0	0
	_iI		0	2	1	1	0	0	1	1	0	0	0	0
	_eI		0	2	1	1	0	0	2	1	0	0	0	0
	iy_		1	2	0	1	0	2	2	0	0	0	0	0
	ey_		1	2	0	1	0	1	1	0	0	0	0	0
	Ai_		1	2	0	1	0	0	1	0	0	0	0	0
	Ae_		1	2	0	1	0	0	2	0	0	0	0	0
	A_e		1	1	0	1	0	0	1	0	0	0	0	0
auo	auo	1	0	0	0	0	0	0	0	0	0	0	0	0
	auO		0	1	0	0	0	0	0	0	0	0	1	2
	ayo		0	1	0	0	0	0	0	0	1	1	1	1
	ayO		0	2	0	0	0	0	0	0	0	0	1	1
	Auo		1	1	0	0	0	0	0	0	1	2	0	0
	AuO		1	2	0	0	0	0	0	0	1	1	1	1
	Ayo		1	2	0	0	0	0	0	0	1	1	0	0
	AyO		1	3	0	0	0	0	0	0	0	0	0	0
	au_		0	0	0	1	0	0	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0	0	0
	_uo		0	0	1	1	0	0	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	a_O		0	1	0	1	0	0	0	0	0	0	1	1
	_uO		0	1	1	1	0	0	0	0	0	0	1	1
	__O		0	1	1	2	0	0	0	0	0	0	0	0
	_yo		0	1	1	1	0	0	0	0	1	1	0	0
	_yO		0	2	1	1	0	0	0	0	0	0	0	0
	Au_		1	1	0	1	0	0	0	0	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0	0	0
	A_O		1	2	0	1	0	0	0	0	0	0	0	0
	aui		0	1	0	0	0	0	2	0	0	0	0	0
	aue		0	1	0	0	0	0	1	0	0	0	0	0
	aii		0	2	0	0	0	0	3	0	0	0	0	0
	aie		0	2	0	0	0	0	2	0	0	0	0	0
	aei		0	2	0	0	0	0	4	0	0	0	0	0
	iuo		1	1	0	0	0	2	2	0	0	0	0	0
	iui		1	2	0	0	0	2	4	0	0	0	0	0
	iue		1	2	0	0	0	2	3	0	0	0	0	0
	iii		1	3	0	0	0	2	5	0	0	0	0	0
	iie		1	3	0	0	0	2	4	0	0	0	0	0
	iei		1	3	0	0	0	2	6	0	0	0	0	0
	euo		1	1	0	0	0	1	1	0	0	0	0	0
	eui		1	2	0	0	0	1	3	0	0	0	0	0
	eue		1	2	0	0	0	1	2	0	0	0	0	0
	eii		1	3	0	0	0	1	4	0	0	0	0	0
	eie		1	3	0	0	0	1	3	0	0	0	0	0
	eei		1	3	0	0	0	1	5	0	0	0	0	0
	aiO		0	2	0	0	0	0	1	0	0	0	0	1
	aeO		0	2	0	0	0	0	2	0	0	0	0	1
	iuO		1	2	0	0	0	2	2	0	0	0	1	1
	iiO		1	3	0	0	0	2	3	0	0	0	0	0
	euO		1	2	0	0	0	1	1	0	0	0	1	1
	eiO		1	3	0	0	0	1	2	0	0	0	0	0
	ayi		0	2	0	0	0	0	2	0	0	0	1	1
	aye		0	2	0	0	0	0	1	0	0	0	1	1
	iyo		1	2	0	0	0	2	2	0	1	1	0	0
	eyo		1	2	0	0	0	1	1	0	1	1	0	0
	iyO		1	3	0	0	0	2	2	0	0	0	0	0
	eyO		1	3	0	0	0	1	1	0	0	0	0	0
	Aui		1	2	0	0	0	0	2	0	1	1	0	0
	Aue		1	2	0	0	0	0	1	0	1	1	0	0
	Aio		1	2	0	0	0	0	1	0	0	1	0	0
	Aii		1	3	0	0	0	0	3	0	0	0	0	0
	Aie		1	3	0	0	0	0	2	0	0	0	0	0
	Aeo		1	2	0	0	0	0	2	0	0	1	0	0
	Aei		1	3	0	0	0	0	4	0	0	0	0	0
	AiO		1	3	0	0	0	0	1	0	0	0	0	0
	ai_		0	1	0	1	0	0	1	0	0	0	0	0
	ae_		0	1	0	1	0	0	2	0	0	0	0	0
	iu_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	2	0	1	0	2	3	0	0	0	0	0
	ie_		1	2	0	1	0	2	4	0	0	0	0	0
	eu_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	2	0	1	0	1	2	0	0	0	0	0
	ee_		1	2	0	1	0	1	3	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ui		0	1	1	1	0	0	2	0	0	0	0	0
	_ue		0	1	1	1	0	0	1	0	0	0	0	0
	_ii		0	2	1	1	0	0	3	0	0	0	0	0
	_ie		0	2	1	1	0	0	2	0	0	0	0	0
	_ei		0	2	1	1	0	0	4	0	0	0	0	0
	_i_		0	1	1	2	0	0	1	0	0	0	0	0
	_e_		0	1	1	2	0	0	2	0	0	0	0	0
	i_O		1	2	0	1	0	2	2	0	0	0	0	0
	e_O		1	2	0	1	0	1	1	0	0	0	0	0
	_iO		0	2	1	1	0	0	1	0	0	0	0	0
	Ai_		1	2	0	1	0	0	1	0	0	0	0	0
	Ae_		1	2	0	1	0	0	2	0	0	0	0	0
aua	aua	1	0	0	0	0	0	0	0	0	0	0	0	0
	auA		0	1	0	0	0	0	0	0	0	0	1	2
	aya		0	1	0	0	0	0	0	0	1	1	1	1
	ayA		0	2	0	0	0	0	0	0	0	0	1	1
	Aua		1	1	0	0	0	0	0	0	1	2	0	0
	AuA		1	2	0	0	0	0	0	0	1	1	1	1
	Aya		1	2	0	0	0	0	0	0	1	1	0	0
	AyA		1	3	0	0	0	0	0	0	0	0	0	0
	au_		0	0	0	1	0	0	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0	0	0
	_ua		0	0	1	1	0	0	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	a_A		0	1	0	1	0	0	0	0	0	0	1	1
	_uA		0	1	1	1	0	0	0	0	0	0	1	1
	__A		0	1	1	2	0	0	0	0	0	0	0	0
	_ya		0	1	1	1	0	0	0	0	1	1	0	0
	_yA		0	2	1	1	0	0	0	0	0	0	0	0
	Au_		1	1	0	1	0	0	0	0	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0	0	0
	A_A		1	2	0	1	0	0	0	0	0	0	0	0
	aui		0	1	0	0	0	0	2	0	0	0	0	0
	aue		0	1	0	0	0	0	1	0	0	0	0	0
	aii		0	2	0	0	0	0	3	0	0	0	0	0
	aie		0	2	0	0	0	0	2	0	0	0	0	0
	aei		0	2	0	0	0	0	4	0	0	0	0	0
	iua		1	1	0	0	0	2	2	0	0	0	0	0
	iui		1	2	0	0	0	2	4	0	0	0	0	0
	iue		1	2	0	0	0	2	3	0	0	0	0	0
	iii		1	3	0	0	0	2	5	0	0	0	0	0
	iie		1	3	0	0	0	2	4	0	0	0	0	0
	iei		1	3	0	0	0	2	6	0	0	0	0	0
	eua		1	1	0	0	0	1	1	0	0	0	0	0
	eui		1	2	0	0	0	1	3	0	0	0	0	0
	eue		1	2	0	0	0	1	2	0	0	0	0	0
	eii		1	3	0	0	0	1	4	0	0	0	0	0
	eie		1	3	0	0	0	1	3	0	0	0	0	0
	eei		1	3	0	0	0	1	5	0	0	0	0	0
	aiA		0	2	0	0	0	0	1	0	0	0	0	1
	aeA		0	2	0	0	0	0	2	0	0	0	0	1
	iuA		1	2	0	0	0	2	2	0	0	0	1	1
	iiA		1	3	0	0	0	2	3	0	0	0	0	0
	euA		1	2	0	0	0	1	1	0	0	0	1	1
	eiA		1	3	0	0	0	1	2	0	0	0	0	0
	ayi		0	2	0	0	0	0	2	0	0	0	1	1
	aye		0	2	0	0	0	0	1	0	0	0	1	1
	iya		1	2	0	0	0	2	2	0	1	1	0	0
	eya		1	2	0	0	0	1	1	0	1	1	0	0
	iyA		1	3	0	0	0	2	2	0	0	0	0	0
	eyA		1	3	0	0	0	1	1	0	0	0	0	0
	Aui		1	2	0	0	0	0	2	0	1	1	0	0
	Aue		1	2	0	0	0	0	1	0	1	1	0	0
	Aia		1	2	0	0	0	0	1	0	0	1	0	0
	Aii		1	3	0	0	0	0	3	0	0	0	0	0
	Aie		1	3	0	0	0	0	2	0	0	0	0	0
	Aea		1	2	0	0	0	0	2	0	0	1	0	0
	Aei		1	3	0	0	0	0	4	0	0	0	0	0
	AiA		1	3	0	0	0	0	1	0	0	0	0	0
	ai_		0	1	0	1	0	0	1	0	0	0	0	0
	ae_		0	1	0	1	0	0	2	0	0	0	0	0
	iu_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	2	0	1	0	2	3	0	0	0	0	0
	ie_		1	2	0	1	0	2	4	0	0	0	0	0
	eu_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	2	0	1	0	1	2	0	0	0	0	0
	ee_		1	2	0	1	0	1	3	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ui		0	1	1	1	0	0	2	0	0	0	0	0
	_ue		0	1	1	1	0	0	1	0	0	0	0	0
	_ii		0	2	1	1	0	0	3	0	0	0	0	0
	_ie		0	2	1	1	0	0	2	0	0	0	0	0
	_ei		0	2	1	1	0	0	4	0	0	0	0	0
	_i_		0	1	1	2	0	0	1	0	0	0	0	0
	_e_		0	1	1	2	0	0	2	0	0	0	0	0
	i_A		1	2	0	1	0	2	2	0	0	0	0	0
	e_A		1	2	0	1	0	1	1	0	0	0	0	0
	_iA		0	2	1	1	0	0	1	0	0	0	0	0
	Ai_		1	2	0	1	0	0	1	0	0	0	0	0
	Ae_		1	2	0	1	0	0	2	0	0	0	0	0
auu	auu	1	0	0	0	0	0	0	0	0	0	0	0	0
	auy		0	1	0	0	0	0	0	0	0	0	1	2
	ayu		0	1	0	0	0	0	0	0	1	1	1	1
	ayy		0	2	0	0	0	0	0	0	0	0	1	1
	Auu		1	1	0	0	0	0	0	0	1	2	0	0
	Auy		1	2	0	0	0	0	0	0	1	1	1	1
	Ayu		1	2	0	0	0	0	0	0	1	1	0	0
	Ayy		1	3	0	0	0	0	0	0	0	0	0	0
	au_		0	0	0	1	0	0	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0	0	0
	_uu		0	0	1	1	0	0	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	a_y		0	1	0	1	0	0	0	0	0	0	1	1
	_uy		0	1	1	1	0	0	0	0	0	0	1	1
	__y		0	1	1	2	0	0	0	0	0	0	0	0
	_yu		0	1	1	1	0	0	0	0	1	1	0	0
	_yy		0	2	1	1	0	0	0	0	0	0	0	0
	Au_		1	1	0	1	0	0	0	0	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0	0	0
	A_y		1	2	0	1	0	0	0	0	0	0	0	0
	aui		0	1	0	0	0	0	1	0	0	0	0	0
	aue		0	1	0	0	0	0	2	0	0	0	0	0
	aii		0	2	0	0	0	0	2	0	0	0	0	0
	aie		0	2	0	0	0	0	3	0	0	0	0	0
	aee		0	2	0	0	0	0	4	0	0	0	0	0
	iuu		1	1	0	0	0	2	2	0	0	0	0	0
	iui		1	2	0	0	0	2	3	0	0	0	0	0
	iue		1	2	0	0	0	2	4	0	0	0	0	0
	iii		1	3	0	0	0	2	4	0	0	0	0	0
	iie		1	3	0	0	0	2	5	0	0	0	0	0
	iee		1	3	0	0	0	2	6	0	0	0	0	0
	euu		1	1	0	0	0	1	1	0	0	0	0	0
	eui		1	2	0	0	0	1	2	0	0	0	0	0
	eue		1	2	0	0	0	1	3	0	0	0	0	0
	eii		1	3	0	0	0	1	3	0	0	0	0	0
	eie		1	3	0	0	0	1	4	0	0	0	0	0
	eee		1	3	0	0	0	1	5	0	0	0	0	0
	aiy		0	2	0	0	0	0	1	0	0	0	0	1
	aey		0	2	0	0	0	0	2	0	0	0	0	1
	iuy		1	2	0	0	0	2	2	0	0	0	1	1
	iiy		1	3	0	0	0	2	3	0	0	0	0	0
	euy		1	2	0	0	0	1	1	0	0	0	1	1
	eiy		1	3	0	0	0	1	2	0	0	0	0	0
	ayi		0	2	0	0	0	0	1	0	0	0	1	1
	aye		0	2	0	0	0	0	2	0	0	0	1	1
	iyu		1	2	0	0	0	2	2	0	1	1	0	0
	eyu		1	2	0	0	0	1	1	0	1	1	0	0
	iyy		1	3	0	0	0	2	2	0	0	0	0	0
	eyy		1	3	0	0	0	1	1	0	0	0	0	0
	Aui		1	2	0	0	0	0	1	0	1	1	0	0
	Aue		1	2	0	0	0	0	2	0	1	1	0	0
	Aiu		1	2	0	0	0	0	1	0	0	1	0	0
	Aii		1	3	0	0	0	0	2	0	0	0	0	0
	Aie		1	3	0	0	0	0	3	0	0	0	0	0
	Aeu		1	2	0	0	0	0	2	0	0	1	0	0
	Aee		1	3	0	0	0	0	4	0	0	0	0	0
	Aiy		1	3	0	0	0	0	1	0	0	0	0	0
	ai_		0	1	0	1	0	0	1	0	0	0	0	0
	ae_		0	1	0	1	0	0	2	0	0	0	0	0
	iu_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	2	0	1	0	2	3	0	0	0	0	0
	ie_		1	2	0	1	0	2	4	0	0	0	0	0
	eu_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	2	0	1	0	1	2	0	0	0	0	0
	ee_		1	2	0	1	0	1	3	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ui		0	1	1	1	0	0	1	0	0	0	0	0
	_ue		0	1	1	1	0	0	2	0	0	0	0	0
	_ii		0	2	1	1	0	0	2	0	0	0	0	0
	_ie		0	2	1	1	0	0	3	0	0	0	0	0
	_ee		0	2	1	1	0	0	4	0	0	0	0	0
	_i_		0	1	1	2	0	0	1	0	0	0	0	0
	_e_		0	1	1	2	0	0	2	0	0	0	0	0
	i_y		1	2	0	1	0	2	2	0	0	0	0	0
	e_y		1	2	0	1	0	1	1	0	0	0	0	0
	_iy		0	2	1	1	0	0	1	0	0	0	0	0
	Ai_		1	2	0	1	0	0	1	0	0	0	0	0
	Ae_		1	2	0	1	0	0	2	0	0	0	0	0
uee	uee	1	0	0	0	0	0	0	0	0	0	0	0	0
	ueE		0	1	0	0	0	0	0	1	0	0	0	0
	uEE		0	2	0	0	0	0	0	2	0	0	0	0
	yee		1	1	0	0	0	0	0	0	0	0	0	0
	yeE		1	2	0	0	0	0	0	1	0	1	0	0
	yEe		1	2	0	0	0	0	0	1	1	1	0	0
	yEE		1	3	0	0	0	0	0	2	1	2	0	0
	ue_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_ee		0	0	1	1	0	0	0	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_E		0	1	0	1	0	0	0	1	0	0	0	0
	_eE		0	1	1	1	0	0	0	1	0	0	0	0
	__E		0	1	1	2	0	0	0	1	0	0	0	0
	_EE		0	2	1	1	0	0	0	2	0	0	0	0
	ye_		1	1	0	1	0	0	0	0	0	0	0	0
