			Id(Bk)Syl1	Id(Bk)	MaxIO(Fr)Syl1	MaxIO(Fr)	MaxIO(Bk)Syl1	MaxIO(Bk)	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
			Id(Bk)Syl1	Id(Bk)	MaxIO(Fr)Syl1	MaxIO(Fr)	MaxIO(Bk)Syl1	MaxIO(Bk)	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
	eIi		0	2	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0
	eIe		0	2	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1
	Iii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	IeE		1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
	Iei		1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1
	Iee		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	IIi		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
	ie_		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	ei_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	ee_		0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	e_E		0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	e_i		0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	e_e		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	e__		0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
	_ii		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_eE		0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_ei		0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_e_		0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	eI_		0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0
	_Ii		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie_		1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
	I_i		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
iio	iio	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iiO		0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	iIo		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	iIO		0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
	Iio		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IiO		1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
	IIo		1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	IIO		1	3	0	0	0	0	0	0	0	1	2	0	0	0	0	1	2
	ii_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	i_o		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	i__		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	_io		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_i_		0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	__o		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
	i_O		0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
	_iO		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
	iI_		0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_Io		0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	_I_		0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	_IO		0	2	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1
	Ii_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	I_o		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	I__		1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	I_O		1	2	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1
	II_		1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
	iii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ieo		0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	iei		0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	eio		0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
	eii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eeo		0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eei		0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	ieO		0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
	eiO		0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
	eeO		0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
	iIi		0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	iIe		0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	eIo		0	1	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0
	eIi		0	2	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0
	eIe		0	2	0	0	0	0	0	1	2	0	1	1	1	0	0	1	1
	eIO		0	2	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1
	Iii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Iie		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
	Ieo		1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
	Iei		1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1
	IeO		1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1
	IIi		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
	IIe		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2
	ie_		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	ei_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	ee_		0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	e_o		0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	e_i		0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	e__		0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
	_ii		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_eo		0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_ei		0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_e_		0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	e_O		0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
	_eO		0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
	eI_		0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0
	_Ii		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	_Ie		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
	Ie_		1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
	I_i		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	I_e		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
iia	iia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iiA		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iIa		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	iIA		0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	Iia		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IiA		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
	IIa		1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	IIA		1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2
	ii_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	i_a		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	i__		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	_ia		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_i_		0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	__a		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
	i_A		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_iA		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__A		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	iI_		0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_Ia		0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	_I_		0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	_IA		0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1
	Ii_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	I_a		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	I__		1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	I_A		1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
	II_		1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
	iii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	iea		0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	iei		0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	eia		0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
	eii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eea		0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eei		0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	eiA		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iIi		0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	iIe		0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	eIa		0	1	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0
	eIi		0	2	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0
	eIe		0	2	0	0	0	0	0	1	2	0	1	1	1	0	0	1	1
	eIA		0	2	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1
	Iii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Iie		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
	Iea		1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
	Iei		1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1
	IeA		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	IIi		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
	IIe		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2
	ie_		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	ei_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	ee_		0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	e_a		0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	e_i		0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	e__		0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
	_ii		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ea		0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_ei		0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_e_		0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	e_A		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	eI_		0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0
	_Ii		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	_Ie		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
	Ie_		1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
	I_i		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	I_e		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
iiu	iiu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iiy		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iIu		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	iIy		0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	Iiu		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	Iiy		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
	IIu		1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	IIy		1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2
	ii_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	i_u		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	i__		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	_iu		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_i_		0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	__u		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
	i_y		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_iy		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__y		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	iI_		0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_Iu		0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	_I_		0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	_Iy		0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1
	Ii_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	I_u		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	I__		1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	I_y		1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
	II_		1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
	iii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ieu		0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	iei		0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	eiu		0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
	eii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eeu		0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eei		0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	eiy		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iIi		0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	iIe		0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	eIu		0	1	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0
	eIi		0	2	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0
	eIe		0	2	0	0	0	0	0	1	2	0	1	1	1	0	0	1	1
	eIy		0	2	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1
	Iii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Iie		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
	Ieu		1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
	Iei		1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1
	Iey		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	IIi		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
	IIe		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2
	ie_		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	ei_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	ee_		0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	e_u		0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	e_i		0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	e__		0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
	_ii		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_eu		0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_ei		0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_e_		0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	e_y		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	eI_		0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0
	_Ii		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	_Ie		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
	Ie_		1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
	I_i		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	I_e		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
iEi	iEi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iEI		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	iei		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ieI		0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
	IEi		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IEI		1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	Iei		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	IeI		1	3	0	0	0	0	0	0	0	0	2	1	1	0	0	1	1
	iE_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	i_i		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	i__		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	_Ei		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_E_		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	__i		0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
	i_I		0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_EI		0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	__I		0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	ie_		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_ei		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_e_		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_eI		0	2	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0
	IE_		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	I_i		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	I__		1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
	I_I		1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
	Ie_		1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
	iEe		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	iii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	iie		0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	eEi		0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	eEe		0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1
	eii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eie		0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	eei		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iiI		0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	eEI		0	1	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0
	eiI		0	2	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0
	eeI		0	2	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0
	IEe		1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2
	Iii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Iie		1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1
	Iee		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	IiI		1	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
	ii_		0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	eE_		0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei_		0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	ee_		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	i_e		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	e_i		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	e_e		0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
	e__		0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
	_Ee		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1
	_ii		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ie		0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_i_		0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	__e		0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
	e_I		0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0
	_iI		0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ii_		1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	I_e		1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
iEE	iEE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iEe		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	ieE		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	iee		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	IEE		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IEe		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
	IeE		1	2	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1
	Iee		1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	iE_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	i__		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
	_EE		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_E_		0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0
	i_e		0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_Ee		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	__e		0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	_eE		0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	_ee		0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	IE_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	I__		1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
	I_e		1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
	iEi		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	iii		0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	iie		0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eEE		0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0
	eEi		0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eEe		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1
	eiE		0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
	eii		0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	eie		0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eeE		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	eee		0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	IEi		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Iii		1	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
	Iie		1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
	Iei		1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	ii_		0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	eE_		0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0
	ei_		0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
	ee_		0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	e__		0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0
	_Ei		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ii		0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_ie		0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_i_		0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
	Ii_		1	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
iEo	iEo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iEO		0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
	ieo		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	ieO		0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	IEo		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IEO		1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2
	Ieo		1	2	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1
	IeO		1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
	iE_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	i__		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
	_Eo		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_E_		0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0
	i_O		0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
	_EO		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1
	__O		0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
